phrase;pinyin;meaning;count;tokenization
字、字⋯⋯;zì、 zì⋯⋯;Words, words...;2;字 、 字 ⋯ ⋯
看看！;kànkàn！;Look!;2;看看 ！
哪里？;nǎlǐ？;Where?;2;哪里 ？
骗人！;piànrén！;That's a lie!;2;骗人 ！
骗人！;piànrén！;Liar!;2;骗人 ！
骗人！;piànrén！;You're lying!;2;骗人 ！
什么？;shénme？;What?;2;什么 ？
什么？;shénme？;And what?;2;什么 ？
什么？;shénme？;Pardon?;2;什么 ？
起立！;qǐlì！;Stand up!;2;起立 ！
终于！;zhōngyú！;Finally!;2;终于 ！
终于！;zhōngyú！;At last!;2;终于 ！
谢了！;xiè le！;Thank you!;2;谢 了 ！
谢了！;xiè le！;Thanks!;2;谢 了 ！
谢了！;xiè le！;Ta!;2;谢 了 ！
谢谢。;xièxiè。;Thank you.;2;谢谢 。
谢谢。;xièxiè。;Thanks.;2;谢谢 。
别动。;biédòng。;Don't move.;2;别动 。
别动。;biédòng。;Stay still.;2;别动 。
对的。;duì de。;That's correct.;2;对 的 。
对呀。;duì ya。;Correct.;2;对 呀 。
很冷。;hěn lěng。;It's cold.;2;很 冷 。
很冷。;hěn lěng。;It's so cold.;2;很 冷 。
危险！;wēixiǎn！;Watch out!;2;危险 ！
危险！;wēixiǎn！;It's dangerous!;2;危险 ！
明白。;míngbái。;I understand.;2;明白 。
明白。;míngbái。;I got it.;2;明白 。
明白。;míngbái。;Understood.;2;明白 。
明白。;míngbái。;Gotcha.;2;明白 。
谬也。;miù yě。;Wrong.;2;谬 也 。
荒唐！;huāngtáng！;Ridiculous!;2;荒唐 ！
下载。;xiàzài。;Download.;2;下载 。
亲亲！;qīnqīn！;Kiss!;2;亲亲 ！
马上！;mǎshàng！;Now!;2;马上 ！
精彩！;jīngcǎi！;Amazing!;2;精彩 ！
忙吗？;máng ma？;Are you busy?;2;忙 吗 ？
背痒。;bèiyǎng。;My back is itchy.;2;背痒 。
背痒。;bèiyǎng。;My back itches.;2;背痒 。
待著。;dài zhù。;Stay.;2;待 著 。
拜托……;bàituō……;Please...;2;拜托 … …
掰掰！;bāibāi！;Adieu!;2;掰掰 ！
掰掰！;bāibāi！;Ciao!;2;掰掰 ！
好恶！;hàowù！;Eww!;2;好恶 ！
好恶！;hàowù！;Eeew!;2;好恶 ！
可恶！;kěwù！;Abominable!;2;可恶 ！
可恶！;kěwù！;Doggonit!;2;可恶 ！
都是。;dōu shì。;Both are.;2;都 是 。
都是。;dōu shì。;They all are.;2;都 是 。
优秀。;yōuxiù。;Excellent.;2;优秀 。
简单！;jiǎndān！;Easy!;2;简单 ！
汤姆？;tāngmǔ？;Tom?;2;汤姆 ？
假的。;jiǎ de。;Faking.;2;假 的 。
删除。;shānchú。;Delete.;2;删除 。
对吗？;duì ma？;Correct?;2;对 吗 ？
恐龙！;kǒnglóng！;Dinosaur!;2;恐龙 ！
蜥蜴！;xīyì！;Lizard!;2;蜥蜴 ！
七个？;qīgè？;Seven?;2;七个 ？
请看！;qǐng kàn！;Behold!;2;请 看 ！
前进！;qiánjìn！;March on!;2;前进 ！
前进！;qiánjìn！;Onward!;2;前进 ！
你的？;nǐ de？;Yours?;2;你 的 ？
散开！;sànkāi！;Scatter!;2;散开 ！
放开！;fàngkāi！;Disengage!;2;放开 ！
提交！;tíjiāo！;Submit!;2;提交 ！
咪咪！;mīmī！;Kitty!;2;咪咪 ！
尽快;jǐnkuài;ASAP;2;尽快
这里。;zhèlǐ。;Here.;2;这里 。
讨厌。;tǎoyàn。;Charming.;2;讨厌 。
快想！;kuàixiǎng！;Think quickly!;2;快想 ！
如此。;rúcǐ。;So it is.;2;如此 。
保释！;bǎoshì！;Bail!;2;保释 ！
故障！;gùzhàng！;Abort!;2;故障 ！
连线。;liánxiàn。;Connect.;2;连线 。
哎呀！;āiyā！;Whoops!;2;哎呀 ！
哎呀！;āiyā！;Sheesh!;2;哎呀 ！
太忙！;tàimáng！;Busy!;2;太忙 ！
坚持。;jiānchí。;Insist.;2;坚持 。
遵命！;zūnmìng！;Yes sir!;2;遵命 ！
听著！;tīngzhù！;Listen!;2;听著 ！
撤退！;chètuì！;Retreat!;2;撤退 ！
退出。;tuìchū。;Exit.;2;退出 。
邪教！;xiéjiào！;Heresy!;2;邪教 ！
简化。;jiǎnhuà。;Simplify.;2;简化 。
奉茶。;fèngchá。;Serve tea.;2;奉茶 。
向上！;xiàngshàng！;Ascend!;2;向上 ！
开打。;kāidǎ。;Fight.;2;开打 。
加上！;jiāshàng！;Add!;2;加上 ！
优雅！;yōuyǎ！;Classy!;2;优雅 ！
壮丽！;zhuànglì！;Magnificent!;2;壮丽 ！
鲁蛇！;lǔshé！;Loser!;2;鲁蛇 ！
好萌！;hǎoméng！;Awww!;2;好萌 ！
什么！;shénme！;What!;2;什么 ！
抗议。;kàngyì。;Resist.;2;抗议 。
的确。;díquè。;Granted.;2;的确 。
啾咪。;jiū mī。;XOXO.;2;啾 咪 。
爆炸！;bàozhà！;Explode!;2;爆炸 ！
外质！;wàizhì！;Ectoplasma!;2;外质 ！
集结！;jíjié！;Unite!;2;集结 ！
且慢。;qiěmàn。;Stay.;2;且慢 。
且慢！;qiěmàn！;Stay!;2;且慢 ！
且慢！;qiěmàn！;Please, stay!;2;且慢 ！
搜寻！;sōuxún！;Search!;2;搜寻 ！
汤姆！;tāngmǔ！;Tom!;2;汤姆 ！
谢谢？;xièxiè？;Thanks?;2;谢谢 ？
搞定！;gǎodìng！;Done!;2;搞定 ！
交流。;jiāoliú。;Communicate.;2;交流 。
工作！;gōngzuò！;Work!;2;工作 ！
工作。;gōngzuò。;Work.;2;工作 。
我走。;wǒ zǒu。;I leave.;2;我 走 。
你走。;nǐ zǒu。;You leave.;2;你 走 。
她走。;tā zǒu。;She leaves.;2;她 走 。
他走。;tā zǒu。;He leaves.;2;他 走 。
回来！;huílái！;Come back.;2;回来 ！
妈的！;mā de！;Fuck!;2;妈 的 ！
别做！;bié zuò！;Don't do it!;2;别 做 ！
好的？;hǎo de？;OK?;2;好 的 ？
您好！;nínhǎo！;Hello!;2;您好 ！
再会！;zàihuì！;See you later!;2;再会 ！
再会！;zàihuì！;Goodbye!;2;再会 ！
劳驾!;láojià!;Excuse me!;2;劳驾 !
请问！;qǐngwèn！;Excuse me!;2;请问 ！
请问！;qǐngwèn！;Excuse me, may I ask?;2;请问 ！
「年龄？」「16。」;「 niánlíng？」「 16。」;"""Your age?"" ""16.""";2;「 年龄 ？ 」 「 16 。 」
我 16 岁。;wǒ  16  suì。;I'm 16 years old.;2;我   16   岁 。
给您。;gěi nín。;Here you are.;2;给 您 。
13% 弃权。;13%  qìquán。;Thirteen percent were undecided.;2;13%   弃权 。
全押。;quányā。;All-in.;2;全押 。
进去！;jìnqù！;Get in!;2;进去 ！
进去。;jìnqù。;Get in.;2;进去 。
进去。;jìnqù。;Go in.;2;进去 。
掖著！;yē zhù！;Tuck in!;2;掖 著 ！
不谢！;bùxiè！;You're welcome!;2;不谢 ！
不谢！;bùxiè！;Not at all!;2;不谢 ！
万岁！;wànsuì！;Hooray!;2;万岁 ！
不行！;bùxíng！;No!;2;不行 ！
击掌！;jīzhǎng！;High five!;2;击掌 ！
击掌！;jīzhǎng！;Give me five!;2;击掌 ！
击掌。;jīzhǎng。;Give me five.;2;击掌 。
宝贝。;bǎobèi。;My precious.;2;宝贝 。
生活。;shēnghuó。;My life.;2;生活 。
天啊！;tiān a！;My goddess!;2;天 啊 ！
天啊！;tiān a！;Oh my!;2;天 啊 ！
宝贝！;bǎobèi！;My precious!;2;宝贝 ！
开火!;kāihuǒ!;Open fire!;2;开火 !
开火!;kāihuǒ!;Fire!;2;开火 !
冲啊！;chōng a！;Charge!;2;冲 啊 ！
是荣！;shì róng！;It's Ron!;2;是 荣 ！
然后！;ránhòu！;And then!;2;然后 ！
所以？;suǒyǐ？;And so?;2;所以 ？
说吧。;shuō ba。;Do your speech.;2;说 吧 。
很热。;hěn rè。;It's hot.;2;很 热 。
亲我。;qīn wǒ。;Kiss me.;2;亲 我 。
谁？我？;shuí？ wǒ？;Who? Me?;2;谁 ？ 我 ？
困了。;kùnle。;I'm sleepy.;2;困了 。
不对？;bù duì？;Is it wrong?;2;不 对 ？
交换。;jiāohuàn。;Swap.;2;交换 。
哼哼！;hēnghēng！;Oink!;2;哼哼 ！
嘎嘎！;gāgā！;Quack!;2;嘎嘎 ！
呱呱！;gūgū！;Ribbit!;2;呱呱 ！
汪汪！;wāngwāng！;Woof!;2;汪汪 ！
好吗？;hǎo ma？;Okay?;2;好 吗 ？
进来;jìnlái;Come in.;2;进来
给你！;gěi nǐ！;Here you are!;2;给 你 ！
这里！;zhèlǐ！;Here!;2;这里 ！
火啊！;huǒ a！;Fire!;2;火 啊 ！
无聊。;wúliáo。;I'm bored.;2;无聊 。
开始。;kāishǐ。;Get started.;2;开始 。
开始。;kāishǐ。;Proceed.;2;开始 。
快点。;kuàidiǎn。;Make it quick.;2;快点 。
您好。;nínhǎo。;Greetings.;2;您好 。
道歉。;dàoqiàn。;Apologize.;2;道歉 。
疯子！;fēngzi！;Madman!;2;疯子 ！
继续！;jìxù！;Continue!;2;继续 ！
提交。;tíjiāo。;Submit.;2;提交 。
再见。;zàijiàn。;Farewell.;2;再见 。
混蛋！;hùndàn！;Bastards!;2;混蛋 ！
放弃。;fàngqì。;Quit.;2;放弃 。
呼气。;hūqì。;Exhale.;2;呼气 。
等你。;děng nǐ。;I'll wait for you.;2;等 你 。
Rima很好。;Rima hěn hǎo。;Rima is good.;2;Rima 很 好 。
以上。;yǐshàng。;That's all.;2;以上 。
啊，对！;a， duì！;Well yes!;2;啊 ， 对 ！
"密码是""Muiriel""。";"mìmǎ shì"" Muiriel""。";"The password is ""Muiriel"".";3;"密码 是 "" Muiriel "" 。"
你骗人！;nǐ piànrén！;You must be kidding!;3;你 骗人 ！
我爱你。;wǒàinǐ。;I love you.;3;我爱你 。
我爱你。;wǒàinǐ。;I love you!;3;我爱你 。
接电话。;jiēdiànhuà。;Answer the phone.;3;接电话 。
接电话。;jiēdiànhuà。;Pick up the phone.;3;接电话 。
我头痛。;wǒ tóutòng。;I have a headache.;3;我 头痛 。
我头痛。;wǒ tóutòng。;My head aches.;3;我 头痛 。
我头痛。;wǒ tóutòng。;My head hurts.;3;我 头痛 。
我头痛。;wǒ tóutòng。;I've got a headache.;3;我 头痛 。
他不蠢。;tā bùchǔn。;He is not stupid.;3;他 不蠢 。
他不蠢。;tā bùchǔn。;He's not stupid.;3;他 不蠢 。
严重吗？;yánzhòng ma？;Is it serious?;3;严重 吗 ？
我胃痛。;wǒ wèitòng。;My stomach hurts.;3;我 胃痛 。
我胃痛。;wǒ wèitòng。;I have a stomachache.;3;我 胃痛 。
我胃痛。;wǒ wèitòng。;I have a stomach ache.;3;我 胃痛 。
铃响了。;língxiǎng le。;The bell rang.;3;铃响 了 。
我胃疼。;wǒ wèi téng。;My stomach hurts.;3;我 胃 疼 。
我胃疼。;wǒ wèi téng。;I have a stomachache.;3;我 胃 疼 。
我胃疼。;wǒ wèi téng。;I have a stomach ache.;3;我 胃 疼 。
晚上好。;wǎnshàng hǎo。;Good evening.;3;晚上 好 。
我同意。;wǒ tóngyì。;I agree.;3;我 同意 。
我同意。;wǒ tóngyì。;I agree with that.;3;我 同意 。
我同意。;wǒ tóngyì。;I approved it.;3;我 同意 。
没关系。;méiguānxì。;It doesn't matter.;3;没关系 。
没关系。;méiguānxì。;It's OK.;3;没关系 。
没关系。;méiguānxì。;No problem.;3;没关系 。
她来了！;tā lái le！;She's coming!;3;她 来 了 ！
慢慢来。;mànmànlái。;Take your time.;3;慢慢来 。
慢慢来。;mànmànlái。;Take it slowly.;3;慢慢来 。
慢慢来。;mànmànlái。;Just take it slowly.;3;慢慢来 。
怎么了？;zěnme le？;What's the matter?;3;怎么 了 ？
怎么了？;zěnme le？;What's happened?;3;怎么 了 ？
我想哭。;wǒ xiǎng kū。;I feel like crying.;3;我 想 哭 。
我想哭。;wǒ xiǎng kū。;I felt like crying.;3;我 想 哭 。
我想哭。;wǒ xiǎng kū。;I want to cry.;3;我 想 哭 。
我想哭。;wǒ xiǎng kū。;I wanted to cry.;3;我 想 哭 。
他怕狗。;tā pà gǒu。;He's afraid of dogs.;3;他 怕 狗 。
天很冷。;tiān hěn lěng。;It's cold.;3;天 很 冷 。
天很冷。;tiān hěn lěng。;It is cold.;3;天 很 冷 。
天很冷。;tiān hěn lěng。;The weather is cold.;3;天 很 冷 。
他很凶。;tā hěn xiōng。;He is mean.;3;他 很 凶 。
祝贺你。;zhùhè nǐ。;Congratulations!;3;祝贺 你 。
我教书。;wǒ jiāoshū。;I teach.;3;我 教书 。
我笑了。;wǒ xiào le。;I laughed.;3;我 笑 了 。
我笑了。;wǒ xiào le。;I lol'd.;3;我 笑 了 。
我怕死。;wǒ pàsǐ。;I am afraid of dying.;3;我 怕死 。
我怕死。;wǒ pàsǐ。;I am afraid of death.;3;我 怕死 。
我怕死。;wǒ pàsǐ。;I'm afraid of death.;3;我 怕死 。
我怕死。;wǒ pàsǐ。;I'm afraid of dying.;3;我 怕死 。
我怕死。;wǒ pàsǐ。;I'm afraid to die.;3;我 怕死 。
我怕死。;wǒ pàsǐ。;I fear death.;3;我 怕死 。
你是人。;nǐ shì rén。;You're a human.;3;你 是 人 。
你是人。;nǐ shì rén。;You're a person.;3;你 是 人 。
早上好！;zǎoshànghǎo！;Good morning!;3;早上好 ！
早上好！;zǎoshànghǎo！;Good morning.;3;早上好 ！
你多高？;nǐ duō gāo？;How tall are you?;3;你 多 高 ？
我忘了。;wǒ wàng le。;I forgot.;3;我 忘 了 。
我在家。;wǒ zàijiā。;I am at home.;3;我 在家 。
我在家。;wǒ zàijiā。;I'm at home.;3;我 在家 。
他很穷。;tā hěnqióng。;He is poor.;3;他 很穷 。
她名叫Yotchan。;tā míngjiào Yotchan。;She goes under the name of Yotchan.;3;她 名叫 Yotchan 。
他笑了。;tā xiào le。;He laughed.;3;他 笑 了 。
他笑了。;tā xiào le。;She laughed.;3;他 笑 了 。
好问题。;hǎo wèntí。;Good question!;3;好 问题 。
大家好。;dàjiā hǎo。;Hi, everybody.;3;大家 好 。
大家好。;dàjiā hǎo。;Hello everyone.;3;大家 好 。
大家好。;dàjiā hǎo。;Hi everybody.;3;大家 好 。
快来吧！;kuàilái ba！;Come quick!;3;快来 吧 ！
别作声！;biézuòshēng！;Don't talk!;3;别作声 ！
她装病。;tā zhuāngbìng。;She made believe that she was sick.;3;她 装病 。
去死吧！;qùsǐba！;Fuck you!;3;去死吧 ！
请稍候。;qǐng shāohòu。;Hold on a moment, please.;3;请 稍候 。
请稍候。;qǐng shāohòu。;Please hold on a moment.;3;请 稍候 。
请稍候。;qǐng shāohòu。;Please wait.;3;请 稍候 。
没问题。;méi wèntí。;No problem.;3;没 问题 。
他很忙。;tā hěn máng。;He has been busy.;3;他 很 忙 。
他很忙。;tā hěn máng。;He was busy.;3;他 很 忙 。
他很忙。;tā hěn máng。;He is busy.;3;他 很 忙 。
他很忙。;tā hěn máng。;He's busy.;3;他 很 忙 。
他很懒。;tā hěn lǎn。;He is lazy.;3;他 很 懒 。
他很懒。;tā hěn lǎn。;He's lazy.;3;他 很 懒 。
好问题。;hǎo wèntí。;Good question!;3;好 问题 。
好问题。;hǎo wèntí。;A good question.;3;好 问题 。
老问题。;lǎo wèntí。;The same old problem.;3;老 问题 。
认真点。;rènzhēn diǎn。;Get serious.;3;认真 点 。
我相信Ken。;wǒ xiāngxìn Ken。;I trust Ken.;3;我 相信 Ken 。
下雨了。;xiàyǔ le。;It is raining.;3;下雨 了 。
下雨了。;xiàyǔ le。;It's raining.;3;下雨 了 。
操你妈！;cāo nǐ mā！;Fuck your mother!;3;操 你 妈 ！
不要死！;búyào sǐ！;Don't die!;3;不要 死 ！
54岁去世。;54 suì qùshì。;He died aged 54 years.;3;54 岁 去世 。
54岁去世。;54 suì qùshì。;He died when he was 54 years old.;3;54 岁 去世 。
54岁去世。;54 suì qùshì。;She died when she was 54 years old.;3;54 岁 去世 。
54岁去世。;54 suì qùshì。;She died at the age of 54.;3;54 岁 去世 。
54岁去世。;54 suì qùshì。;He died at the age of 54.;3;54 岁 去世 。
这是书。;zhè shì shū。;This is a book.;3;这 是 书 。
这是啥？;zhè shì shá？;What's this?;3;这 是 啥 ？
我姓周。;wǒxìng zhōu。;My surname is Zhou.;3;我姓 周 。
他是谁？;tā shì shuí？;Who is he?;3;他 是 谁 ？
他是谁？;tā shì shuí？;Who's he?;3;他 是 谁 ？
我想吐。;wǒ xiǎng tǔ。;I feel like throwing up.;3;我 想 吐 。
太好了！;tàihǎole！;Great!;3;太好了 ！
进来吧。;jìnlái ba。;Come in.;3;进来 吧 。
进来吧。;jìnlái ba。;Come on in.;3;进来 吧 。
别骗我！;biépiàn wǒ！;Don't lie to me!;3;别骗 我 ！
别骗我！;biépiàn wǒ！;Don't try to trick me!;3;别骗 我 ！
别骗我！;biépiàn wǒ！;Don't cheat me!;3;别骗 我 ！
太小了。;tàixiǎo le。;It's too small.;3;太小 了 。
她看我。;tā kàn wǒ。;She looked at me.;3;她 看 我 。
走捷径。;zǒujiéjìng。;Take a short cut.;3;走捷径 。
你爸呢？;nǐ bà ne？;How about your father?;3;你 爸 呢 ？
你爸呢？;nǐ bà ne？;Where's your father?;3;你 爸 呢 ？
请稍等。;qǐngshāoděng。;Hold on a moment, please.;3;请稍等 。
请稍等。;qǐngshāoděng。;Please hold on a moment.;3;请稍等 。
请稍等。;qǐngshāoděng。;Please wait a moment.;3;请稍等 。
请稍等。;qǐngshāoděng。;Please wait.;3;请稍等 。
走慢点。;zǒu màndiǎn。;Walk more slowly.;3;走 慢点 。
我有空。;wǒ yǒukòng。;I'm free.;3;我 有空 。
放弃吧。;fàngqì ba。;Forget it.;3;放弃 吧 。
放弃吧。;fàngqì ba。;Give it up.;3;放弃 吧 。
我好饿！;wǒ hǎo è！;Am I hungry!;3;我 好 饿 ！
我好饿！;wǒ hǎo è！;I'm so hungry!;3;我 好 饿 ！
我好饿！;wǒ hǎo è！;I'm really hungry!;3;我 好 饿 ！
谢谢你。;xièxiè nǐ。;I thank you.;3;谢谢 你 。
谢谢你。;xièxiè nǐ。;Thank you!;3;谢谢 你 。
谢谢你。;xièxiè nǐ。;Thank you.;3;谢谢 你 。
没事儿。;méishìér。;No prob.;3;没事儿 。
没事儿。;méishìér。;No problem.;3;没事儿 。
没关系！;méiguānxì！;No problem.;3;没关系 ！
没关系！;méiguānxì！;It doesn't matter!;3;没关系 ！
我饿了！;wǒ è le！;I felt hungry.;3;我 饿 了 ！
我饿了！;wǒ è le！;I'm getting hungry.;3;我 饿 了 ！
我饿了！;wǒ è le！;Am I hungry!;3;我 饿 了 ！
我饿了！;wǒ è le！;I feel hungry.;3;我 饿 了 ！
我饿了！;wǒ è le！;I'm hungry!;3;我 饿 了 ！
我饿了！;wǒ è le！;I am hungry.;3;我 饿 了 ！
我饿了！;wǒ è le！;I'm hungry.;3;我 饿 了 ！
为什么？;wèishénme？;Why?;3;为什么 ？
我爱您。;wǒ ài nín。;I love you.;3;我 爱 您 。
我想家。;wǒxiǎngjiā。;I feel homesick.;3;我想家 。
我想家。;wǒxiǎngjiā。;I am homesick.;3;我想家 。
我想家。;wǒxiǎngjiā。;I'm homesick.;3;我想家 。
我买了。;wǒ mǎi le。;I'm buying.;3;我 买 了 。
好多了。;hǎoduō le。;It's better.;3;好多 了 。
好，定了。;hǎo， dìng le。;All right. It's a deal.;3;好 ， 定 了 。
谁知道？;shuí zhīdào？;Who knows?;3;谁 知道 ？
你是谁？;nǐ shì shuí？;Who are you?;3;你 是 谁 ？
别担心。;bié dānxīn。;Don't worry about it.;3;别 担心 。
别担心。;bié dānxīn。;Don't worry.;3;别 担心 。
别担心。;bié dānxīn。;Don't fret.;3;别 担心 。
别担心。;bié dānxīn。;Don't be worried.;3;别 担心 。
请关门。;qǐng guānmén。;Close the door, please.;3;请 关门 。
请关门。;qǐng guānmén。;Shut the door, please.;3;请 关门 。
请关门。;qǐng guānmén。;Shut the door.;3;请 关门 。
请关门。;qǐng guānmén。;Please shut the door.;3;请 关门 。
请关门。;qǐng guānmén。;Please close the door.;3;请 关门 。
别伤心。;bié shāngxīn。;Don't be sad.;3;别 伤心 。
现在呢？;xiànzài ne？;And now?;3;现在 呢 ？
我很累。;wǒ hěn lèi。;I'm tired.;3;我 很 累 。
我很累。;wǒ hěn lèi。;I'm very tired.;3;我 很 累 。
我很累。;wǒ hěn lèi。;I am tired.;3;我 很 累 。
我很累。;wǒ hěn lèi。;I am very tired.;3;我 很 累 。
太贵了！;tàiguì le！;It's too expensive!;3;太贵 了 ！
太贵了！;tàiguì le！;That's too expensive!;3;太贵 了 ！
太贵了！;tàiguì le！;This is too expensive!;3;太贵 了 ！
太贵了！;tàiguì le！;Too expensive!;3;太贵 了 ！
太贵了！;tàiguì le！;That's terribly expensive!;3;太贵 了 ！
请保密。;qǐng bǎomì。;Keep it secret, please.;3;请 保密 。
请保密。;qǐng bǎomì。;Please keep this a secret.;3;请 保密 。
请保密。;qǐng bǎomì。;Please keep it under your hat.;3;请 保密 。
请保密。;qǐng bǎomì。;Please keep it a secret.;3;请 保密 。
烦死人。;fánsǐrén。;What a pain!;3;烦死人 。
烦死人。;fánsǐrén。;It's such a pain in the ass.;3;烦死人 。
烦死人。;fánsǐrén。;What a pain.;3;烦死人 。
我走了。;wǒ zǒu le。;I'm outta here.;3;我 走 了 。
我走了。;wǒ zǒu le。;I'm out of here.;3;我 走 了 。
别闹事。;bié nàoshì。;Don't make trouble.;3;别 闹事 。
然后呢？;ránhòu ne？;And then?;3;然后 呢 ？
我不懂。;wǒ bù dǒng。;I don't get it.;3;我 不 懂 。
我不懂。;wǒ bù dǒng。;I do not understand.;3;我 不 懂 。
我不懂。;wǒ bù dǒng。;I don't understand.;3;我 不 懂 。
在下雨。;zài xiàyǔ。;It is raining.;3;在 下雨 。
在下雨。;zài xiàyǔ。;It's raining.;3;在 下雨 。
别回头。;bié huítóu。;Don't look back.;3;别 回头 。
我来啦。;wǒlái la。;I'm coming.;3;我来 啦 。
急什么！;jí shénme！;What's the rush!?;3;急 什么 ！
跟我来！;gēnwǒlái！;Come with me!;3;跟我来 ！
给，给你！;gěi， gěi nǐ！;Here, this is for you!;3;给 ， 给 你 ！
干洗吧。;gānxǐ ba。;Dry clean it.;3;干洗 吧 。
修面吗？;xiūmiàn ma？;Did you shave?;3;修面 吗 ？
喂，是120吗？;wèi， shì 120 ma？;Hey, is it 120?;3;喂 ， 是 120 吗 ？
请注意！;qǐng zhùyì！;Pay attention!;3;请 注意 ！
太多了。;tàiduō le。;That's too much.;3;太多 了 。
卖完了！;màiwán le！;All sold out!;3;卖完 了 ！
他来了。;tālái le。;He came.;3;他来 了 。
Betty杀了他。;Betty shā le tā。;Betty killed him.;3;Betty 杀 了 他 。
没办法。;méi bànfǎ。;There's nothing that can be done.;3;没 办法 。
